seqnames	start	end	strand	RPKM	gene	tx_name
chr8	23634876	23635507	-	0	ENSG00000253488.1	ENST00000524174.1
chr8	111179193	111179872	-	0	ENSG00000253489.1	ENST00000522330.1
chr14	106342680	106342980	-	0	ENSG00000253491.2	ENST00000522218.2
chr5	70132679	70132973	+	0	ENSG00000253492.1	ENST00000517935.1
chr8	64973488	64973848	-	0	ENSG00000253493.1	ENST00000520501.1
chr8	119618162	119618474	-	0	ENSG00000253495.1	ENST00000519781.1
chr8	16598758	16693235	-	0.00123715168346414	ENSG00000253496.3	ENST00000649038.1
chr2	89045995	89046466	-	0	ENSG00000253497.1	ENST00000521705.1
chr8	114318400	114318911	-	0.0152192209310319	ENSG00000253499.2	ENST00000518851.2
chr8	87540835	87755695	-	0.000652795714905867	ENSG00000253500.6	ENST00000440763.6
chr2	89906757	89907246	+	0	ENSG00000253501.1	ENST00000522638.1
chr8	82522542	82675451	-	5.0959656769919e-05	ENSG00000253503.6	ENST00000660350.1
chr8	36277763	36278886	-	0	ENSG00000253504.1	ENST00000517463.1
chr8	8414205	8424640	-	0	ENSG00000253505.3	ENST00000519814.2
chr8	131308545	131317632	+	0	ENSG00000253507.5	ENST00000524275.5
chr8	41275115	41277003	-	0	ENSG00000253509.1	ENST00000517495.1
chr8	5506068	5509126	-	0	ENSG00000253510.1	ENST00000517807.1
chr8	124996985	124998198	-	0.0320932500687327	ENSG00000253513.1	ENST00000523030.1
chr5	179527224	179527513	-	0	ENSG00000253520.1	ENST00000521868.1
chr8	132507962	132565246	-	0.000816155131363007	ENSG00000253521.2	ENST00000648355.1
chr5	160468268	160487426	+	0.00122014318858317	ENSG00000253522.6	ENST00000517927.1
chr8	58031334	58032682	-	0	ENSG00000253523.1	ENST00000518750.1
chr8	36004320	36094009	-	0	ENSG00000253524.1	ENST00000523342.1
chr5	167306273	167309870	-	0	ENSG00000253527.1	ENST00000519892.1
chr8	126506326	126522360	+	0.00388761639747468	ENSG00000253530.2	ENST00000664111.1
chr7	142507382	142507810	+	0	ENSG00000253534.1	ENST00000390376.2
chr8	24295814	24387515	-	8.49735133005639e-05	ENSG00000253535.5	ENST00000518988.5
chr5	164209631	164211892	+	0	ENSG00000253538.1	ENST00000522426.1
chr8	56373064	56395365	-	0	ENSG00000253542.7	ENST00000524136.6
chr8	61909984	61910802	-	0	ENSG00000253544.1	ENST00000522049.1
chr14	106586376	106586826	-	0	ENSG00000253545.1	ENST00000519770.1
chr22	22700760	22700970	+	0	ENSG00000253546.1	ENST00000521183.1
chr11	63046785	63048126	+	0.00580643898411945	ENSG00000253547.2	ENST00000472881.2
chr3	191461163	191461456	+	0	ENSG00000253548.1	ENST00000518817.1
chr8	52194362	52199580	+	0	ENSG00000253551.1	ENST00000522541.1
chr8	63855133	64368475	-	1.51794046411236e-05	ENSG00000253554.7	ENST00000668525.1
chr8	63136223	63138084	-	0.0523109634578968	ENSG00000253555.1	ENST00000523386.1
chr8	103088796	103090671	+	0	ENSG00000253556.1	ENST00000520516.1
chr8	27697217	27697526	-	0	ENSG00000253560.1	ENST00000518155.1
chr8	133771409	133814537	+	0	ENSG00000253561.1	ENST00000517695.1
chr8	86776479	86776638	-	0	ENSG00000253568.1	ENST00000519251.1
chr8	5848697	5849692	+	0.0469412115463151	ENSG00000253571.1	ENST00000520775.1
chr5	77942757	77946438	-	0.0031744599877872	ENSG00000253572.2	ENST00000523413.2
chr8	91975908	91977418	+	0	ENSG00000253576.1	ENST00000522980.1
chr8	92765651	92858297	+	0	ENSG00000253577.2	ENST00000664548.1
chr2	89170775	89171212	-	0	ENSG00000253578.1	ENST00000524313.1
chr8	108652373	108653315	+	0.00826324614707138	ENSG00000253580.1	ENST00000519377.1
chr8	82979411	82979886	+	0	ENSG00000253581.1	ENST00000518550.1
chr8	63586000	63589408	+	0	ENSG00000253583.1	ENST00000523265.1
chr8	94097764	94104322	-	0.00237604546933627	ENSG00000253585.1	ENST00000522743.1
chr14	106344385	106344833	-	0	ENSG00000253587.2	ENST00000517460.2
chr22	22762294	22762516	+	0	ENSG00000253590.1	ENST00000518475.1
chr5	170639158	170681437	-	0	ENSG00000253591.2	ENST00000523591.1
chr2	89309898	89310144	-	0	ENSG00000253592.1	ENST00000517443.1
chr8	133886496	133902407	+	0	ENSG00000253593.2	ENST00000520149.2
chr8	141340505	141344621	+	0	ENSG00000253595.6	ENST00000521073.6
chr5	164601002	164601452	-	0	ENSG00000253600.1	ENST00000522454.1
chr8	142247585	142247866	-	0	ENSG00000253602.2	ENST00000521103.2
chr8	29905735	29908956	+	0	ENSG00000253604.1	ENST00000521908.1
chr8	141459075	141460031	+	0.0610677203502218	ENSG00000253605.1	ENST00000523612.1
chr8	48551567	48698510	+	0.00625738003436153	ENSG00000253608.2	ENST00000522575.1
chr8	36308245	36308364	+	0	ENSG00000253610.1	ENST00000522549.1
chr8	43219960	43220809	-	0	ENSG00000253611.1	ENST00000519939.1
chr8	155274	155481	+	0	ENSG00000253612.1	ENST00000523033.1
chr8	57261226	57266613	+	0	ENSG00000253614.1	ENST00000522622.1
chr8	27903566	27903715	+	0	ENSG00000253615.1	ENST00000521019.1
chr5	179385819	179385992	-	0	ENSG00000253617.2	ENST00000517842.2
chr8	120913065	121119754	+	0.0014703053052922	ENSG00000253619.1	ENST00000517739.1
chr8	64091	64320	-	0.0169396546014963	ENSG00000253620.2	ENST00000520139.2
chr8	117128455	117130299	+	0	ENSG00000253622.1	ENST00000518439.1
chr2	89172022	89172553	-	0	ENSG00000253625.1	ENST00000518729.1
chr8	134211865	134320447	-	0.00760687730463296	ENSG00000253627.1	ENST00000523317.1
chr5	172816592	172819931	+	0	ENSG00000253628.2	ENST00000657724.1
chr8	101686547	101689093	+	0.00305938010078065	ENSG00000253629.1	ENST00000518749.1
chr22	22450202	22450652	+	0	ENSG00000253631.1	ENST00000523314.1
chr8	29527312	29530323	+	0.0866666923668852	ENSG00000253632.1	ENST00000521101.1
chr8	102535880	102539943	+	0	ENSG00000253633.2	ENST00000659499.1
chr8	92460539	92655569	-	0.000319630873725236	ENSG00000253634.3	ENST00000648652.1
chr14	106692657	106692888	-	0	ENSG00000253635.1	ENST00000517650.1
chr22	22182582	22182885	+	0	ENSG00000253637.1	ENST00000520445.1
chr8	133392211	133392690	-	0	ENSG00000253638.1	ENST00000517470.1
chr8	97858049	97858947	-	0	ENSG00000253639.1	ENST00000518873.1
chr8	10476848	10482388	+	0.153285378400835	ENSG00000253641.6	ENST00000658549.1
chr8	24490312	24514828	-	0	ENSG00000253643.6	ENST00000519364.5
chr8	101387299	101393255	-	0	ENSG00000253644.2	ENST00000669605.1
chr5	155111184	155112324	-	0	ENSG00000253646.1	ENST00000519111.1
chr5	170389493	170422844	+	0.000233636397118263	ENSG00000253647.1	ENST00000518387.1
chr8	15973315	16000324	+	0	ENSG00000253648.1	ENST00000517369.1
chr8	10494854	10518015	-	0.0464264430577233	ENSG00000253649.5	ENST00000636217.1
chr8	37095150	37095390	+	0.35566245760818	ENSG00000253650.1	ENST00000523647.1
chr5	179503322	179515579	-	0.0117601942126557	ENSG00000253652.1	ENST00000520758.1
chr8	48294026	48294694	-	0	ENSG00000253654.2	ENST00000520250.2
chr8	84980073	84980547	-	0	ENSG00000253655.2	ENST00000522682.2
chr8	130595299	130655712	-	0.000773884309930312	ENSG00000253656.1	ENST00000523502.1
chr8	108572643	108573174	+	0	ENSG00000253657.1	ENST00000520765.1
chr8	68911803	69104190	-	4.05027398626126e-05	ENSG00000253658.6	ENST00000518540.5
chr8	79259402	79314796	+	0.000281333734694045	ENSG00000253659.2	ENST00000654804.1
chr5	167937717	167953469	-	0	ENSG00000253660.1	ENST00000523050.1
chr8	103016744	103017589	+	0	ENSG00000253663.1	ENST00000518264.1
chr8	51257688	51321118	+	0.000122845944675132	ENSG00000253664.1	ENST00000521294.1
chr8	40114651	40127468	+	0	ENSG00000253665.1	ENST00000521257.1
chr8	100475667	100477335	+	0.00233440416916965	ENSG00000253666.2	ENST00000667762.1
chr8	25141394	25141968	-	0	ENSG00000253670.1	ENST00000519036.1
chr8	116402543	116403757	-	0.00641336717422906	ENSG00000253672.1	ENST00000523110.1
chr5	158175396	158200016	+	0.000632975193264961	ENSG00000253673.1	ENST00000522975.1
chr14	106865627	106865895	-	0	ENSG00000253674.1	ENST00000521105.1
chr8	86153434	86154206	-	0	ENSG00000253675.1	ENST00000524253.1
chr8	10476597	10479420	-	0.0193150452609129	ENSG00000253678.3	ENST00000649853.1
chr8	101261541	101262903	-	0	ENSG00000253679.1	ENST00000523121.1
chr8	85617344	85617512	-	0	ENSG00000253680.1	ENST00000521474.1
chr8	92402921	92413650	-	0	ENSG00000253682.2	ENST00000655386.1
chr8	36279491	36279696	-	0	ENSG00000253685.1	ENST00000517498.1
chr5	173708091	173746279	-	0.00448897076559069	ENSG00000253686.2	ENST00000664033.1
chr5	160613873	160639183	+	0	ENSG00000253687.1	ENST00000523598.1
chr8	48551527	48556392	-	0	ENSG00000253688.2	ENST00000636550.1
chr22	16914235	16914981	-	0	ENSG00000253691.2	ENST00000523309.2
chr14	105721794	105722527	-	0	ENSG00000253692.3	ENST00000521393.1
chr5	165349030	165778689	+	5.44074927851439e-05	ENSG00000253693.1	ENST00000522189.1
chr8	1971397	1976478	+	0.114997655204963	ENSG00000253696.2	ENST00000518539.2
chr5	178350867	178352250	+	0	ENSG00000253698.1	ENST00000521803.1
chr8	86180418	86212236	+	0.000244892709283394	ENSG00000253699.1	ENST00000523112.1
chr8	48597458	48621018	-	0.000330726247472022	ENSG00000253702.1	ENST00000523038.1
chr14	106703846	106704286	-	0	ENSG00000253703.2	ENST00000519437.2
chr8	43284626	43284806	-	0	ENSG00000253707.1	ENST00000522985.1
chr14	106145891	106146131	-	0	ENSG00000253709.1	ENST00000523391.1
chr8	75167704	75176656	-	0.0069627978257016	ENSG00000253712.1	ENST00000467082.2
chr5	167116318	167119585	-	0	ENSG00000253713.1	ENST00000522292.1
chr14	106599670	106599924	-	0	ENSG00000253714.1	ENST00000519538.1
chr8	142785374	142812120	+	0	ENSG00000253715.1	ENST00000510610.2
chr8	110766863	110772759	+	0	ENSG00000253717.1	ENST00000520749.1
chr8	69987415	69987697	-	0.0275344209070258	ENSG00000253721.1	ENST00000520803.1
chr8	59821124	59821433	+	0	ENSG00000253723.1	ENST00000518653.1
chr5	178840097	178841134	+	0.0300279041105522	ENSG00000253725.1	ENST00000522847.1
chr8	72732045	72751843	+	0	ENSG00000253726.1	ENST00000519427.1
chr8	142834138	142834940	-	0	ENSG00000253728.5	ENST00000519411.1
chr2	89134975	89135257	-	0	ENSG00000253732.1	ENST00000518132.1
chr8	20275773	20290458	+	0	ENSG00000253733.3	ENST00000523103.1
chr8	63769430	63785501	+	0	ENSG00000253734.2	ENST00000519550.1
chr8	9351238	9358441	-	0	ENSG00000253735.1	ENST00000521143.1
chr8	101139665	101140929	+	0.0184796232016324	ENSG00000253737.1	ENST00000518090.1
chr8	100618581	100619993	+	0	ENSG00000253740.5	ENST00000521625.5
chr14	106631197	106631653	-	0	ENSG00000253742.1	ENST00000521678.1
chr8	46922561	46928832	+	0.00124238538212505	ENSG00000253745.1	ENST00000524012.1
chr8	37405439	37406724	-	0	ENSG00000253746.1	ENST00000520431.1
chr14	106650551	106650785	-	0	ENSG00000253747.1	ENST00000519283.1
chr8	43539973	43540927	+	0	ENSG00000253748.2	ENST00000520423.2
chr8	92420850	92421798	-	0	ENSG00000253749.1	ENST00000523385.1
chr8	64554236	64554475	-	0	ENSG00000253750.1	ENST00000520009.1
chr22	22079770	22080263	+	0	ENSG00000253752.1	ENST00000524184.1
chr14	105664633	105669843	-	0.00149534467792906	ENSG00000253755.1	ENST00000390555.3
chr8	114791653	114791929	-	0	ENSG00000253756.1	ENST00000520688.1
chr14	106618894	106619173	-	0	ENSG00000253759.1	ENST00000520143.1
chr8	80568050	80568506	-	0.0170508558352042	ENSG00000253760.1	ENST00000517657.1
chr8	63703077	63744486	+	0	ENSG00000253762.2	ENST00000657758.1
chr14	106055549	106055998	-	0	ENSG00000253763.1	ENST00000518407.1
chr8	1971153	1973176	-	0.0153996860013603	ENSG00000253764.3	ENST00000517676.2
chr2	90046796	90047057	+	0	ENSG00000253765.1	ENST00000523346.1
chr5	173562478	173573199	+	0.000726752575703069	ENSG00000253768.1	ENST00000519821.1
chr8	29218905	29219472	+	0.0137187343603667	ENSG00000253770.1	ENST00000518743.1
chr5	160247517	160248217	+	0.00555794658822276	ENSG00000253772.1	ENST00000523689.1
chr8	95268835	95802821	+	0.0120169789893627	ENSG00000253773.3	ENST00000655917.1
chr8	8559894	8562124	+	0.0104781368669049	ENSG00000253774.1	ENST00000524073.1
chr8	20079114	20124857	+	0.00153310095422776	ENSG00000253775.2	ENST00000519197.2
chr8	86765935	86818558	+	0.000296147807718467	ENSG00000253778.1	ENST00000520649.1
chr22	22679097	22679345	+	0	ENSG00000253779.1	ENST00000521893.1
chr14	106001534	106001824	-	0	ENSG00000253780.1	ENST00000518843.1
chr8	46930604	46951850	-	0	ENSG00000253782.2	ENST00000666763.1
chr8	139114193	139127953	-	0	ENSG00000253783.1	ENST00000517640.1
chr8	72874859	72881740	-	0	ENSG00000253784.1	ENST00000523881.1
chr22	22755554	22755797	+	0	ENSG00000253786.1	ENST00000518356.1
chr5	68189876	68198407	+	0	ENSG00000253787.1	ENST00000520762.1
chr8	62110524	62111202	+	0	ENSG00000253789.1	ENST00000518524.1
chr8	39997869	39998499	-	0	ENSG00000253790.1	ENST00000522680.1
chr5	158173601	158176422	-	0	ENSG00000253792.1	ENST00000522769.1
chr8	30983459	30984321	-	0.126409473503634	ENSG00000253793.1	ENST00000520373.1
chr22	22043618	22043942	+	0	ENSG00000253794.1	ENST00000519446.1
chr8	103085651	103086590	+	0	ENSG00000253795.1	ENST00000517906.1
chr8	108871128	108918614	-	0.0151785184006922	ENSG00000253796.2	ENST00000661381.1
chr5	157689934	157690878	-	0.00824575779543736	ENSG00000253798.2	ENST00000636953.1
chr8	64570913	64571332	-	0	ENSG00000253800.1	ENST00000517809.1
chr5	68087161	68087494	-	0	ENSG00000253801.2	ENST00000522101.2
chr8	40333171	40353133	-	0	ENSG00000253802.2	ENST00000654202.1
chr8	46870902	46872045	-	0	ENSG00000253803.1	ENST00000518269.1
chr8	2033508	2035587	+	0.0131119441867351	ENSG00000253805.1	ENST00000517731.1
chr5	124131241	124314679	-	0.00140179545707682	ENSG00000253807.6	ENST00000662643.1
chr14	106515818	106515854	-	0	ENSG00000253808.1	ENST00000519794.1
chr6	70222758	70242156	+	0	ENSG00000253809.1	ENST00000522264.1
chr8	49740216	49741321	-	0.0457952687689638	ENSG00000253810.1	ENST00000518968.1
chr5	158983006	158984789	+	0	ENSG00000253811.1	ENST00000522582.1
chr8	26835817	26836300	-	0	ENSG00000253813.1	ENST00000519826.1
chr8	122091480	122091609	+	0	ENSG00000253814.1	ENST00000519284.1
chr5	70219918	70258930	-	0	ENSG00000253816.3	ENST00000514522.2
chr8	122667539	122671390	-	0.00404581574075198	ENSG00000253819.2	ENST00000670473.1
chr14	106686517	106686562	-	0	ENSG00000253820.1	ENST00000522410.1
chr8	57582177	57592451	+	0	ENSG00000253821.2	ENST00000668402.1
chr22	22694439	22694952	+	0	ENSG00000253822.1	ENST00000517477.1
chr22	22086561	22087110	+	0	ENSG00000253823.1	ENST00000518003.1
chr8	100380487	100414544	-	0	ENSG00000253824.2	ENST00000654832.1
chr4	120035033	120040615	-	0.112354542341646	ENSG00000253825.1	ENST00000518701.1
chr11	75780	76143	+	0	ENSG00000253826.1	ENST00000519787.1
chr8	46827228	46827894	-	0	ENSG00000253828.3	ENST00000522536.3
chr1	157092043	157099808	-	0	ENSG00000253831.3	ENST00000454449.3
chr8	24992002	25009777	+	0.000876714797107145	ENSG00000253832.1	ENST00000522570.1
chr8	61821481	61825252	-	0	ENSG00000253834.1	ENST00000518489.1
chr8	82862779	82958696	-	0	ENSG00000253836.1	ENST00000522123.1
chr8	39914229	39915721	+	0	ENSG00000253838.1	ENST00000520185.1
chr8	54247633	54247906	+	0	ENSG00000253840.1	ENST00000519514.1
chr8	100427559	100431026	-	0.00449379533834389	ENSG00000253842.2	ENST00000656767.1
chr8	48193850	48194627	-	0	ENSG00000253843.1	ENST00000519711.1
chr8	51961458	52022974	+	0.00038000428093153	ENSG00000253844.1	ENST00000521188.1
chr8	43672823	43673075	+	0	ENSG00000253845.1	ENST00000517972.1
chr8	50381015	50382275	+	0	ENSG00000253849.1	ENST00000523907.1
chr5	150608428	150615354	-	0.00674945094559403	ENSG00000253852.1	ENST00000517474.1
chr8	2726956	2807352	+	9.69220383433251e-05	ENSG00000253853.3	ENST00000670600.1
chr8	2518998	2522182	+	0	ENSG00000253855.1	ENST00000520162.1
chr8	55161446	55164447	+	0	ENSG00000253857.2	ENST00000668329.1
chr5	170483806	170486407	-	0.00299471218934985	ENSG00000253858.1	ENST00000524312.1
chr2	89275298	89275787	-	0	ENSG00000253860.1	ENST00000521692.1
chr14	106531141	106531471	-	0	ENSG00000253862.1	ENST00000518187.1
chr5	149372174	149375116	+	0	ENSG00000253865.1	ENST00000521756.1
chr8	20934435	20934837	-	0.0096677929487448	ENSG00000253866.1	ENST00000517841.1
chr8	124044395	124171473	-	0.000429226605629712	ENSG00000253868.4	ENST00000669903.1
chr2	89253571	89254015	-	0	ENSG00000253870.1	ENST00000519290.1
chr8	57344968	57365444	+	0	ENSG00000253871.2	ENST00000660714.1
chr8	95505406	95527524	+	0.00563659559053361	ENSG00000253872.1	ENST00000519366.1
chr22	22058433	22058892	+	0	ENSG00000253874.1	ENST00000521832.1
chr8	110923653	111027424	-	7.50900157719646e-05	ENSG00000253877.6	ENST00000664704.1
chr8	59601352	59620222	+	0.0024775288379063	ENSG00000253879.2	ENST00000668218.1
chr8	6044353	6257537	-	0.00451411580510358	ENSG00000253880.1	ENST00000519555.1
chr8	8048919	8049267	+	0	ENSG00000253881.1	ENST00000523697.1
chr7	143811969	143836708	-	0.0018897917017029	ENSG00000253882.6	ENST00000494978.5
chr14	106196700	106196990	-	0	ENSG00000253883.1	ENST00000521488.1
chr8	43246755	43246935	-	0	ENSG00000253884.1	ENST00000518796.1
chr8	124151923	124152433	+	0	ENSG00000253885.1	ENST00000520038.1
chr8	9255349	9260295	-	0.00236271713665504	ENSG00000253887.1	ENST00000518589.1
chr8	27171914	27210783	+	0	ENSG00000253888.2	ENST00000521408.2
chr22	22425821	22426314	+	0	ENSG00000253889.1	ENST00000519982.1
chr8	24169001	24177080	-	0	ENSG00000253891.2	ENST00000521681.2
chr8	48657260	48658894	-	0	ENSG00000253892.1	ENST00000518620.1
chr8	8167819	8226614	-	0.0170963858774881	ENSG00000253893.2	ENST00000519726.2
chr8	63465849	63475482	+	0	ENSG00000253894.2	ENST00000518739.1
chr14	106494134	106494383	-	0	ENSG00000253895.1	ENST00000517728.1
chr8	72601	79775	+	0	ENSG00000253896.3	ENST00000522481.3
chr5	151366299	151436953	-	0.000661714623170757	ENSG00000253897.2	ENST00000647906.1
chr8	83403758	83408900	+	0	ENSG00000253898.1	ENST00000522365.1
chr8	27063996	27065278	-	0.100211986301915	ENSG00000253899.1	ENST00000517322.1
chr5	71132993	71133287	+	0	ENSG00000253900.1	ENST00000517835.1
chr8	91564980	91907453	-	9.1011184693592e-05	ENSG00000253901.1	ENST00000518416.1
chr8	27086076	27087783	+	0	ENSG00000253903.2	ENST00000521869.2
chr2	90179889	90180587	+	0	ENSG00000253906.1	ENST00000520194.1
chr8	28238430	28238905	+	0	ENSG00000253907.1	ENST00000517893.1
chr22	22673152	22673602	+	0	ENSG00000253913.1	ENST00000520756.1
chr8	133755845	133756646	+	0	ENSG00000253916.1	ENST00000523429.1
chr22	22604445	22605165	+	0	ENSG00000253920.1	ENST00000523713.1
chr8	52294509	52299072	+	0	ENSG00000253924.2	ENST00000663857.1
chr5	168085329	168187719	-	0.000304411173508934	ENSG00000253925.1	ENST00000517408.1
chr5	135900353	135918161	-	0	ENSG00000253927.1	ENST00000523722.1
chr8	143412749	143417054	+	0.435214581645039	ENSG00000253931.1	ENST00000523002.1
chr8	13338574	13342754	+	0	ENSG00000253932.1	ENST00000523495.1
chr8	16374618	16375082	+	0	ENSG00000253934.2	ENST00000521066.2
chr22	22219647	22220133	+	0	ENSG00000253935.1	ENST00000520107.1
chr14	106652237	106652681	-	0	ENSG00000253936.1	ENST00000518422.1
chr8	18370607	18371484	+	0	ENSG00000253937.1	ENST00000523491.1
chr8	39903775	39995248	-	0.00025555593228748	ENSG00000253939.1	ENST00000517623.1
chr5	31065970	31066132	-	0	ENSG00000253940.1	ENST00000519101.1
chr14	106584718	106584976	-	0	ENSG00000253941.1	ENST00000519778.1
chr8	101223941	101224573	-	0	ENSG00000253942.1	ENST00000520123.1
chr8	95403802	95403894	+	0.0418937694445608	ENSG00000253945.1	ENST00000523014.1
chr5	165905126	165905608	+	0	ENSG00000253946.1	ENST00000524271.1
chr5	167965187	167967086	-	0	ENSG00000253947.1	ENST00000518837.1
chr8	108581062	108626767	+	0.000340972350093568	ENSG00000253949.1	ENST00000521504.1
chr8	16275681	16276296	+	0	ENSG00000253951.1	ENST00000518788.1
chr5	173578275	173581554	+	0.00475136653456604	ENSG00000253955.2	ENST00000663273.1
chr8	110334743	110349607	-	0	ENSG00000253956.1	ENST00000522896.1
chr14	106257762	106258223	-	0	ENSG00000253957.1	ENST00000520721.1
chr8	8701937	8704096	+	0.441921081849221	ENSG00000253958.2	ENST00000519106.2
chr5	173642519	173658194	+	0.000497080959217167	ENSG00000253959.1	ENST00000523242.1
chr22	22873212	22873440	+	0	ENSG00000253963.1	ENST00000519345.1
chr8	68293446	68293818	-	0	ENSG00000253964.1	ENST00000520506.1
chr8	70471134	70485687	+	0.00107080405616165	ENSG00000253967.1	ENST00000520259.1
chr8	133754811	133755450	+	0	ENSG00000253970.1	ENST00000521337.1
chr8	32026231	32063472	+	0	ENSG00000253974.6	ENST00000520444.5
chr8	55135203	55142358	-	0	ENSG00000253976.1	ENST00000522186.1
chr8	103091263	103091509	+	0	ENSG00000253977.1	ENST00000517968.1
chr5	168229584	168269415	-	0.0244534580133069	ENSG00000253978.2	ENST00000655017.1
chr5	179377505	179378865	+	0	ENSG00000253979.1	ENST00000520163.1
chr5	71372676	71374898	-	0	ENSG00000253985.1	ENST00000518473.1
chr8	23493009	23494198	-	0	ENSG00000253986.1	ENST00000518590.1
chr8	138063268	138073240	+	0	ENSG00000253988.1	ENST00000521793.1
chr14	106418018	106418299	-	0	ENSG00000253989.2	ENST00000521454.2
chr8	101528723	101529569	-	0.00919981241639706	ENSG00000253991.1	ENST00000519490.1
chr8	130935409	130949665	+	0	ENSG00000253992.1	ENST00000523318.1
chr8	33226848	33227147	-	0.207793096445022	ENSG00000253993.1	ENST00000521887.1
chr8	110809394	110809894	-	0	ENSG00000253994.1	ENST00000521269.1
chr8	33540185	33540493	+	0.0252176087918715	ENSG00000253995.1	ENST00000519384.1
